Experiment;Best solution SOMA
1;19.998403163579628
2;21.438008864247045
3;21.392164475526105
4;21.299249250176455
5;21.39929217905132
6;21.43144755070375
7;21.396363733812258
8;21.411386153411957
9;21.246783444868445
10;21.29569074443873
11;21.288039524563633
12;21.16835716784218
13;21.059822951989613
14;21.30480860168326
15;21.40101941451386
16;21.344082609346117
17;21.31423748965791
18;21.427027987895787
19;21.20935102647812
20;21.321265279821365
21;21.427828378423538
22;21.335497457353018
23;21.38404065631876
24;21.37821969678494
25;21.325171935258044
26;21.272925702635636
27;21.42239121234805
28;21.308608304906375
29;21.411430055439236
30;21.28941313910365
31;21.321995583301522
32;21.252269725845416
33;21.42926616765636
34;21.476909549604958
35;21.357730021924127
36;21.41517279039176
37;21.40489579436152
38;21.291978182120456
39;21.325671199254806
40;21.274329337052997
41;21.245335884870048
42;21.409555429839763
43;21.32312644458667
44;21.39530977496259
45;21.372885249273587
46;21.340876856225186
47;21.421669635298937
48;21.448024802002312
49;21.449297127840975
50;21.376133664722687
51;21.373680497448273
52;21.345472242188933
53;21.457555226917705
54;21.173489961025112
55;21.242960280814795
56;21.31200659801443
57;21.34381998290365
58;21.372237091214927
59;21.408309267731784
60;21.276458967262215
61;21.411381438284298
62;21.415539554390733
63;20.986290806004572
64;21.327012229350096
65;21.35970612220917
66;21.261583812506956
67;21.16658070633616
68;21.3516504132921
69;21.441086187944816
70;21.24381490543309
71;21.41464463739085
72;21.366319387970584
73;21.391875390544936
74;21.449687465518153
75;21.317470553838287
76;21.252859927602024
77;21.373103656525174
78;21.313031635981787
79;21.38185825441796
80;21.3377755891038
81;21.29656030669334
82;21.380150137136525
83;20.951030384548815
84;21.319246939339116
85;21.4516223694333
86;21.438059142807116
87;21.42557241393009
88;21.283367710590667
89;21.356247529074775
90;21.28844099410348
91;21.374459561331978
92;21.368898053841832
93;21.2965728894152
94;21.433633842428396
95;21.3845969550407
96;21.411649749710453
97;21.32326533743766
98;21.3262376651869
99;21.337868804984605
100;21.329569871252186
101;21.378884588901247
102;21.310177939737738
103;21.410424445312117
104;21.26833991621624
105;21.323588274982146
106;21.426743232477122
107;21.410851812096084
108;21.395710485276435
109;21.302063522514754
110;21.338090884142595
111;21.24601896862381
112;21.395992336178324
113;21.48467697981107
114;21.354275790094935
115;21.250416301870693
116;21.194255300741315
117;21.352348185735003
118;21.331244051343216
119;21.411493708777222
120;21.079374555764353
121;21.270304321418
122;21.413990749331646
123;21.365660470000577
124;21.31711785765474
125;21.414793362583
126;21.252220717377156
127;21.43761325165634
128;21.304078809626972
129;21.350021385171708
130;21.312612851086897
131;21.17668195485228
132;21.304677678582884
133;21.37549285620754
134;21.293387132697013
135;21.12860232480961
136;21.201424034689897
137;21.2856407167797
138;21.35808798805024
139;21.28398165010196
140;21.409253130913875
141;21.406532043637846
142;21.462817778583684
143;21.460353686978717
144;21.330962853381767
145;21.39580205482979
146;21.403791023705203
147;21.130850406189445
148;21.29378283960297
149;21.256955038591062
150;21.358459093892083
151;21.354122790614653
152;21.336701953217137
153;21.404237906993167
154;21.350561250179148
155;21.370429174131512
156;21.340873566018736
157;21.315330992308475
158;21.236007195906506
159;21.288052899553165
160;21.45387533208257
161;21.28102456122444
162;21.33298700756988
163;21.229362137703305
164;21.322144762509563
165;21.319018110914765
166;21.345366389150865
167;21.35648203882308
168;21.478238685971817
169;21.380426946816794
170;21.375164772956552
171;21.47038201660391
172;21.444038800028355
173;21.412314532846864
174;21.363428883889007
175;21.371818244823768
176;21.367984892813723
177;21.210249092674548
178;21.40466509716864
179;21.291251844062003
180;21.327957775101705
181;21.086772532513994
182;21.30399394076265
183;21.451485971628845
184;21.409391994403116
185;21.125165303203055
186;21.417435148598404
187;21.246373942567043
188;21.360652724627194
189;21.316299423439972
190;21.31215654259728
191;21.4042678023019
192;21.374337237256274
193;21.275449185566014
194;21.154663716148914
195;21.41237123387076
196;21.267129526372763
197;21.22834404123511
198;21.315934509931587
199;21.048974470428025
200;21.31737438473659
201;21.339581243856873
202;21.36258288839317
203;21.312206698923926
204;21.394695436447066
205;21.418883034954995
206;21.3941932895604
207;21.393706020446107
208;21.24075503206913
209;21.06643591158725
210;21.158505512064785
211;21.430225516106045
212;21.33910617048262
213;21.133956378567344
214;21.243501282053842
215;21.32505997843351
216;21.35450603812536
217;21.42837543898904
218;21.442627502153606
219;21.38267647819476
220;21.387228146173204
221;21.47843933620672
222;21.208466157427154
223;21.352768676637577
224;21.351674655709537
225;21.083601929628877
226;21.360316494444856
227;21.31125966073109
228;21.165934207185753
229;21.345408774965133
230;21.248433705710855
231;21.244569891930652
232;21.366809611764786
233;21.33330805783725
234;21.29599799947702
235;21.245650197264148
236;21.40663890920537
237;21.270024713285952
238;21.325004086775106
239;21.432331048933147
240;21.286808075631065
241;21.29209128337102
242;21.283462335176235
243;21.346588522086094
244;21.42854457665629
245;21.311819498709795
246;21.335659039171166
247;21.415886881073167
248;21.342914694120775
249;21.16847388424643
250;21.360946014852207
Mean;21.32565484147999
Stddev;0.12405970853080579
