Experiment;Best solution PSO
1;4.488057034932567
2;5.5851840667749
3;4.426664014991994
4;5.482666096483218
5;5.9481072908814365
6;5.603746301611906
7;6.4518556844580965
8;5.393232703104305
9;6.081074205148364
10;5.649807637822079
11;5.272532952561374
12;5.1217012386494885
13;5.75170992720075
14;5.118329206750371
15;5.801389065353917
16;4.662597582507653
17;5.689650038133542
18;5.326572851508326
19;4.970239280662682
20;5.140554477937326
21;5.587255461016448
22;5.741544287745913
23;5.059230581579701
24;5.183196257730928
25;4.741876567044068
26;5.493462890721975
27;5.138289899852067
28;3.9360805545317223
29;5.122684847492002
30;4.770780538169415
31;5.37134483237965
32;5.390771190030684
33;4.725885648930644
34;5.444222354594019
35;5.265698145343031
36;6.0002937189249055
37;4.74037673545951
38;5.915974288873477
39;5.056383423275574
40;4.261811139075371
41;5.215931615631335
42;5.351434430618272
43;5.721805269945975
44;4.869316285492077
45;4.951699908997651
46;5.5051943586297325
47;5.372672481302725
48;6.491390652762035
49;4.695755436975054
50;5.549645458649688
51;5.79141034900343
52;5.051366079859118
53;4.5218413349488165
54;4.635503118984717
55;5.37909978939106
56;4.871514598871565
57;5.362195568264478
58;4.423671254993431
59;5.819926193967279
60;5.340614816558332
61;5.148683728219217
62;4.967037099932737
63;5.460734093884288
64;5.790372824367778
65;4.793549219539525
66;5.668391916001534
67;5.423385003904649
68;5.050212662181267
69;5.298396053851137
70;5.292303784214587
71;5.874121670369053
72;5.681638479038182
73;5.3202230934833
74;5.193494340872132
75;5.760443398176317
76;5.588547515949875
77;4.106416901129952
78;4.773792177289138
79;4.898889949962632
80;4.775740555333026
81;5.3983352764711
82;4.661481993785752
83;5.966162072714822
84;4.698133048687426
85;4.9677784010949235
86;4.715967037829238
87;5.255188833712297
88;5.076281142374888
89;5.55451713524776
90;4.684176014933911
91;5.281465617129885
92;5.551519589491974
93;4.406265233970229
94;5.230553379220852
95;5.127440423976269
96;5.569860416728583
97;5.330116682704997
98;5.010221249306337
99;5.181600598372339
100;5.418468736180135
101;5.725550349489419
102;4.4534167539842855
103;5.197395570709379
104;5.363952994854904
105;5.1034201917836155
106;5.335664434720825
107;5.14214299570823
108;5.605849980005028
109;4.706049006758212
110;6.075865781139466
111;4.975856170319368
112;5.24318913387864
113;5.2063658567354505
114;4.7346533189960125
115;4.851626458951924
116;5.352931022551112
117;4.970233297343798
118;5.71733548037988
119;5.383624836985623
120;4.003537352026706
121;4.4957637916579
122;4.628189308260794
123;4.63348886625559
124;4.918696210988612
125;5.279825426876974
126;5.49784812183204
127;5.772771857069643
128;5.09907568268979
129;5.002761126320233
130;4.371215698321418
131;5.227936522484909
132;5.325403305266765
133;4.922547775723244
134;5.462560882736448
135;5.352663456012436
136;5.507933776865933
137;5.388035284008697
138;5.080993533078655
139;5.43749931097374
140;5.017955033739992
141;5.328560594369916
142;5.647367782604282
143;5.213137321522289
144;5.319152239694674
145;5.191179540009404
146;4.537519341652276
147;5.418023540636124
148;4.922759577894212
149;5.745392327191953
150;5.504248887851697
151;4.992097817454919
152;5.437349713911025
153;4.464731966176865
154;5.535433680457817
155;4.931932912287818
156;4.441977386260435
157;4.940359027929596
158;5.729061637466129
159;5.624060108978336
160;5.0907011035479455
161;5.308302786682255
162;4.6870198151759235
163;4.863082033263268
164;3.789695701686538
165;4.714101604760986
166;5.476925035544035
167;5.2799932830756635
168;5.954632852167226
169;5.569550629843556
170;5.176172848824351
171;5.486046545773373
172;5.623617818437587
173;5.805262504228544
174;5.614991130571081
175;4.377245834456744
176;5.572498355186155
177;4.663185018912829
178;5.175905513166669
179;5.4060002415619675
180;5.644861457369114
181;5.240388591887503
182;5.5176942353925185
183;5.266980139356947
184;5.359972047687871
185;5.2011466198638985
186;4.800633972495152
187;5.559050273978088
188;6.3560950244772405
189;4.774917649218377
190;5.5886478219337
191;3.7548296990270593
192;6.040365688925427
193;5.402106844259767
194;5.978737494161707
195;4.583814976009293
196;5.62362842145966
197;5.21330462191813
198;4.564913651381852
199;5.482297724015481
200;5.29479161765605
201;5.039134712801781
202;5.047768553280248
203;5.262070446839899
204;4.717597516886828
205;5.322903439321803
206;5.3002664641704245
207;5.088649366065818
208;4.421736106512132
209;5.659786618614088
210;4.816519864710585
211;5.462724433755593
212;5.583357822359635
213;4.665125603155412
214;4.275555619565649
215;5.438172298797689
216;4.758075110693249
217;5.476506825968063
218;5.519454726768732
219;5.161925430496653
220;5.609315266098545
221;5.559351103678078
222;5.3047699467659335
223;5.448966304988872
224;5.584570425377683
225;5.145086892609356
226;5.094279289352411
227;5.744341715691671
228;5.451562688058187
229;4.085410130489857
230;5.552531398906981
231;5.920276521449303
232;5.514087172434284
233;5.43784168160355
234;5.865038324887452
235;5.474138460869621
236;5.3020078374780075
237;5.370691890946994
238;5.215118536846532
239;5.112016596414152
240;5.478270602725282
241;5.157405489064815
242;5.213642946293078
243;4.696704865223028
244;4.66289943236176
245;5.505985788659
246;4.8812196245001
247;5.626336615084107
248;5.107439681413483
249;5.730835566916583
250;5.475330507446071
Mean;5.2220472649332095
Stddev;0.4596614728281058
