Experiment;Best solution TLBO
1;1.9155648325334558
2;21.22549933711164
3;21.33582748931693
4;21.246938695014205
5;21.358584774937412
6;21.324711186022917
7;21.390699529310883
8;21.19986618587412
9;21.296365962734246
10;21.268749333670563
11;21.274867983325354
12;21.25085579733331
13;21.461331118027374
14;21.038137622906305
15;21.36326329984022
16;21.377154525229123
17;21.260105736279925
18;21.26257090819186
19;21.39916975893429
20;21.383910258076003
21;21.409245347933755
22;21.3175738531067
23;21.418798274334257
24;21.3882320573308
25;21.392890484459002
26;21.277202428353174
27;21.31635577588378
28;21.25160946877969
29;21.390194126196132
30;21.308526841711803
31;21.37523927114213
32;21.418320047770763
33;21.157996227253946
34;21.336275407230296
35;21.432990521686705
36;21.407752172928483
37;21.25173071563295
38;21.29392546299457
39;21.477584681738747
40;21.358395179387383
41;21.287436120633284
42;21.430483669195198
43;21.460069822182334
44;21.358483788438463
45;21.288839980859247
46;21.250953141362157
47;21.420500725692623
48;21.479841349846406
49;21.275626658181967
50;21.302836329620913
51;21.462916418902562
52;21.364186029581166
53;21.251206069915778
54;21.276979915321967
55;21.27123404954162
56;21.32716414384402
57;21.219929906218045
58;21.366385570662597
59;21.364256298031812
60;21.331716765148233
61;21.31941879762239
62;21.27421835943306
63;21.284276340161206
64;21.199979944336302
65;21.417738709070356
66;21.371128198400005
67;21.3117273786688
68;21.2117512341105
69;21.3780940932236
70;21.386092760338414
71;21.39924022089175
72;21.429550014441112
73;21.137056636778663
74;21.269828540488756
75;21.307605383888806
76;21.26411683327336
77;21.225304139679146
78;21.425647052131033
79;21.33540223226273
80;21.36944476101833
81;21.440998410140764
82;21.370973075298732
83;21.45520822262789
84;21.36494587213416
85;21.35397392813745
86;21.2619366235494
87;21.35084357168672
88;21.33533094202575
89;21.224903892399507
90;21.245953196850277
91;21.079570537251207
92;21.410955395477146
93;21.329506028735807
94;21.36076845250338
95;21.196293565276246
96;21.324886740402533
97;21.391626021553535
98;21.238437671615355
99;21.278631578171698
100;21.364998097318946
101;21.404871276748427
102;21.24731409753932
103;21.380149603061923
104;21.276657459171442
105;21.301952011319703
106;21.39333391049235
107;21.460534212582413
108;21.32238122532772
109;21.317061843094212
110;21.32394139896863
111;21.351077017403664
112;21.38344979154593
113;21.422658838068337
114;21.279789358041103
115;21.327492228450115
116;21.361094832991768
117;21.444142094268596
118;21.34076071953111
119;21.32293701134607
120;21.33742516653378
121;21.43619893238482
122;21.315759308180084
123;21.41169565586422
124;21.502277516240426
125;21.123347032444524
126;21.422402530688156
127;21.373547390128255
128;21.208663538305096
129;21.41096306131463
130;21.42329500247523
131;21.31732097741563
132;21.354185276398454
133;21.40037949797879
134;21.29645691645032
135;21.27396909801073
136;21.238119728283497
137;21.28361026336231
138;21.208417841385845
139;21.27316478959231
140;21.34845794653144
141;21.368125471894118
142;21.372648955867653
143;21.334439806508666
144;21.344339654615993
145;21.411168087004047
146;21.323113281841643
147;21.40141631477774
148;21.316334061484376
149;21.267048768509373
150;21.360066037337933
151;21.43181006734771
152;21.503776942278606
153;21.327444178533987
154;21.23684630343501
155;21.311508407494998
156;21.20412927773381
157;21.280787181397987
158;21.302083962788174
159;21.37720637948616
160;21.33125874826771
161;21.439998000163794
162;21.39762136243508
163;21.32455365470302
164;21.275605890221673
165;21.386011418530675
166;21.30338418349464
167;21.297783624252705
168;21.42995917172714
169;21.278530593294892
170;21.20904980813051
171;21.259745493523745
172;21.483862192785367
173;21.36541253717388
174;21.422992101783635
175;21.308173545521072
176;21.28482816803023
177;21.336204093197086
178;21.362183289544383
179;21.39009806370537
180;21.16395041989346
181;21.320418740877795
182;21.38001400024466
183;21.386495456976217
184;21.505752052493914
185;21.26996061945494
186;21.40571733706589
187;21.36417546640305
188;21.45686586396521
189;21.395971099628106
190;21.318423263855248
191;21.36098825397158
192;21.400650190290637
193;21.40498478630234
194;21.34839689254937
195;21.3641383221666
196;21.1523537707911
197;21.355044439346656
198;21.386836581252897
199;21.286246980655488
200;21.27721148863798
201;21.427013027427734
202;21.462136785221084
203;21.42535239871869
204;21.182746967672827
205;21.396770370330977
206;21.2339141482491
207;21.138960445312616
208;21.24444500279629
209;21.474923660557028
210;21.349681754852895
211;21.229382084208662
212;21.361396649199826
213;21.32235357095796
214;21.196645901148223
215;21.307048655479228
216;21.336048524265564
217;21.405925211189565
218;21.14790821202027
219;21.25687502595893
220;21.423770982362676
221;21.435917119418786
222;21.426543026510952
223;21.327436916399748
224;21.362329649437743
225;21.38929769076739
226;21.36465940827856
227;21.379442464947566
228;21.29253628565113
229;21.327243095479414
230;21.38658854126931
231;21.193771102872834
232;21.368375293042458
233;21.33558480299983
234;21.313179746359527
235;21.423837845903996
236;21.313222699947087
237;21.205961207097488
238;21.40371865104372
239;21.426058052633774
240;21.260557045534025
241;21.330408563737226
242;21.405616444646657
243;21.378545035053573
244;21.384055121298267
245;21.377929967219227
246;21.448852351845563
247;21.447885853323623
248;21.274095038123157
249;21.41995760932688
250;21.341318909601565
Mean;21.257840197249408
Stddev;1.2284480523855905
