Experiment;Best solution DE
1;15.828067206886427
2;21.42414184333606
3;21.430671163376342
4;21.427191578847093
5;21.232404236348703
6;21.29118548988654
7;21.13689806430225
8;21.395479768571448
9;21.452998974611855
10;21.336527276208272
11;21.23183802595624
12;21.29705060346268
13;21.42417635347906
14;21.425349802871338
15;21.227557571733012
16;21.35296553714554
17;21.423700917765643
18;21.337860144254588
19;21.35209655176832
20;21.307636884832124
21;21.359573196618722
22;21.344249301736966
23;21.30319830748713
24;21.315175782622305
25;21.32964766378398
26;21.228658956495554
27;21.368490987540547
28;21.176889830691213
29;21.22347782118336
30;21.06479282494727
31;21.35339995784403
32;21.260577642867368
33;21.430448563925978
34;21.228930926496027
35;21.42616860982296
36;21.437849093818382
37;21.403117893443863
38;21.415473563427206
39;21.29203636984699
40;21.163785185397952
41;21.29621381250141
42;21.405252176798037
43;21.295284894320456
44;21.391804425337046
45;21.297691404275493
46;21.34897563354929
47;21.404253743651626
48;21.287605229593186
49;21.2441530718425
50;21.459937216002142
51;21.356455627128522
52;21.294708211850086
53;21.36719094732256
54;21.289382047730744
55;21.357058037801607
56;21.38777621745963
57;21.26417596273039
58;21.377792656313083
59;21.396611162189124
60;21.335851709178844
61;21.25146072183018
62;21.36721519516079
63;21.289460654214228
64;21.41235805851317
65;21.24859201042642
66;21.393280086282097
67;21.230983726721032
68;21.281200515965736
69;21.49360959007793
70;21.15800094224706
71;21.290688095057337
72;21.404756069516395
73;21.358588535535706
74;21.40089201089188
75;21.205975641590623
76;21.19130701622229
77;21.255432625923927
78;21.310958031659094
79;21.445141721589064
80;21.31643986760463
81;21.46561994264051
82;21.384859989341994
83;21.34661480831899
84;21.278516200721953
85;21.22532308767941
86;21.211091325837327
87;21.305770575574634
88;21.355287340435886
89;21.252599868525515
90;21.17051605898476
91;21.38507170602133
92;21.289000445317235
93;21.344150407901942
94;21.49069046325255
95;21.38057337856912
96;21.367323552874236
97;21.21071173770739
98;21.438276361377085
99;21.428614124407552
100;21.39082042301281
101;21.340325370163622
102;21.359784736022426
103;21.32201989086818
104;21.393564102400273
105;21.415801600746747
106;21.368881427091655
107;21.374716965312224
108;21.47344880648201
109;21.390652964620198
110;21.454287451195476
111;21.32530588898697
112;21.33215467091792
113;21.359151550655398
114;21.374948070287708
115;21.174879558591524
116;21.36979653512254
117;20.946680453770345
118;21.43234665468416
119;21.33082779193822
120;21.263899488776357
121;21.38160947476812
122;21.323507209064605
123;21.415159153379253
124;21.16311528590146
125;21.29433262257593
126;21.43186287662152
127;21.277733755833975
128;21.392055524968843
129;21.420618308818696
130;21.102931022780066
131;21.41907277369573
132;21.277017213846374
133;21.38194323853298
134;21.152709092357007
135;21.269784906954747
136;21.40670068131718
137;21.500581839634272
138;21.37819762657509
139;21.396130507469035
140;21.40671695741743
141;21.24980506342108
142;21.27477055439785
143;21.31354197645017
144;21.425874176697857
145;21.452431761798522
146;21.50559709304242
147;21.352220805032047
148;21.274647447861188
149;21.48670370695743
150;21.286458298791164
151;21.292140733369546
152;21.20833013013233
153;21.37789090222206
154;21.454554837780353
155;21.184052851830916
156;21.32207526906653
157;21.36075611804277
158;21.261301714346434
159;21.42058913228243
160;21.33209276402446
161;21.396522336869285
162;21.341675697731098
163;21.463246426577495
164;21.437144636279495
165;21.452274780060197
166;21.34560892787572
167;21.345806133177156
168;21.266215591625134
169;21.422802865351347
170;21.31211978102811
171;21.250578478537356
172;21.348737894266662
173;21.21217490994582
174;21.22556820308868
175;21.364650169219928
176;21.445689660936107
177;21.310314986050397
178;21.41376930916
179;21.313744034132654
180;21.13642275497628
181;21.24892152778905
182;21.3067148539352
183;21.273423171665875
184;21.14556809106722
185;21.42957435415394
186;21.287653884058347
187;21.216545529724645
188;21.232313569778196
189;21.177891267685148
190;21.345631916260047
191;21.428470534326767
192;21.45800884211262
193;21.457325188638894
194;21.258702893591327
195;21.444142915953393
196;21.37010205885024
197;21.219545776856744
198;21.34482435457554
199;21.09448332018305
200;21.28816145140005
201;21.328877612177223
202;21.428719880331435
203;21.3516624496283
204;21.341088008815404
205;21.24794033813474
206;21.467787114312095
207;21.260882279715933
208;21.285569091392368
209;21.35587228463245
210;21.1210451917406
211;21.40554985284639
212;21.364569870088133
213;21.397291940773485
214;21.257192601503455
215;21.31319014661929
216;21.279650709502604
217;21.401656918667847
218;21.417036954692314
219;21.342763618207524
220;21.276068135032492
221;21.44458105458753
222;21.31594960854238
223;21.39684679274249
224;21.340773392545582
225;21.37863074842799
226;21.44612662499981
227;21.40618826605522
228;21.42369894725303
229;21.41551520736309
230;21.278529764221762
231;21.275860189362483
232;21.30088970417805
233;21.13944157163397
234;21.344186701975527
235;21.261588222969955
236;21.394667984189894
237;21.4057981164005
238;21.3234724625544
239;21.28256786119412
240;21.209828230145188
241;21.412407388653815
242;21.348726975213072
243;21.342630396462628
244;21.368712386502676
245;21.303300078582062
246;21.432557473760255
247;21.202546643303364
248;21.28874617774741
249;21.4338574737416
250;21.369395825406126
Mean;21.310177149265876
Stddev;0.35900247430602666
